Label,Title,Summary,Date,Author
1,"trump backs kris kobach for kansas governor, against republican advice","in providing his support in the governor’s race, the president ignored concerns that mr. kobach’s hard-right positions are too polarizing for a general election",2018-08-06,jonathan martin
1,no one attacked trump more in 2016 than republicans. it didn’t work.,revisiting the blistering criticism from president trump’s own party raises questions about whether the search for a killer line on mr. trump is a fool’s errand for democrats in 2020.,2019-08-13,annie karni
1,trump revives defense of charitable foundation amid inquiry,the donald j. trump foundation is under investigation by the new york attorney general after it indicated in tax filings that it may have broken rules.,2016-12-28,megan twohey
1,"on africa trip, first lady reveals a trump-like side","the first lady may have come into her own on her just-completed solo journey abroad, but she often reminded observers of the man back in the white house.",2018-10-08,katie rogers
1,trump pledges to work with g.o.p.,president trump addressed his party in philadelphia where he agreed to support the republican agenda in congress.,2017-01-27,susan archer
1,"the people, places and things trump has praised on twitter: a complete list",president trump's reliance on twitter for insult and mockery is well known. but the list of things that he has publicly praised is just as revealing.,2018-02-14,kevin quealy
1,"who’s really older, trump or clinton?",it’s a new age for age on the campaign trail.,2016-09-29,gail collins
1,"veterans, feeling abandoned, stand by donald trump","many who served in iraq and afghanistan are proud of their service but exhausted by its burdens, and they distrust the political class that reshaped their lives.",2016-11-02,nicholas confessore
1,trump pledges to work with g.o.p.,president trump addressed his party in philadelphia where he agreed to support the republican agenda in congress.,2017-01-27,susan archer
1,trump revives defense of charitable foundation amid inquiry,the donald j. trump foundation is under investigation by the new york attorney general after it indicated in tax filings that it may have broken rules.,2016-12-28,megan twohey
1,"veterans, feeling abandoned, stand by donald trump","many who served in iraq and afghanistan are proud of their service but exhausted by its burdens, and they distrust the political class that reshaped their lives.",2016-11-02,nicholas confessore
1,donald trump sure has a problem with democracy,the president’s praise of xi jinping’s authoritarian rule goes against basic american principles.,2018-03-04,no author found
1,donald trump jr. retreats from foreign policy on india trip,"a speech in new delhi was to focus on “indo-pacific” ties. after criticism about mixing profit and policy, it became a chat about business and family.",2018-02-23,vindu goel
1,putin invites trump to moscow for second meeting after washington postponed plans,"the russian president continued to push for a second meeting, saying he was also ready to meet in washington.",2018-07-27,andrew higgins
1,"republicans look to reince priebus, trump’s chief of staff, to bring stability","party leaders hope mr. priebus will transform the new president’s storm-the-gates campaign into a normal, functional white house.",2017-01-18,glenn thrush
1,inside trump’s botched attempt to hire trey gowdy,the hiring of mr. gowdy and its quick reversal offer a public glimpse into the turmoil in the white house as it struggles to decide how to respond to impeachment.,2019-10-13,maggie haberman
1,"trump, the next big short","for years, business has wanted someone with corporate experience in the white house. suddenly, that prospect doesn’t seem so appealing.",2016-10-10,steven rattner
1,ivanka trump promotes her book on social media (but not in the media),"as a white house official, ms. trump may send the wrong signal by plugging “women who work” on instagram and twitter, but violates no laws, ethics experts said.",2017-05-06,rachel abrams
1,trump says congress censure over ukraine would be unacceptable,"u.s. president donald trump on tuesday angrily denounced talk among some u.s. lawmakers of censuring him as an alternative to impeachment, saying he finds the concept unacceptable.",2019-12-03,no author found
1,"republicans look to reince priebus, trump’s chief of staff, to bring stability","party leaders hope mr. priebus will transform the new president’s storm-the-gates campaign into a normal, functional white house.",2017-01-18,glenn thrush
1,a v.p. candidate’s new job? apologize.,"tim kaine acts as the humanizer-in-chief for hillary clinton. for mike pence, the rescue effort is more onerous.",2016-08-11,elizabeth williamson
1,trump and trudeau hold news conference,president trump and prime minister justin trudeau of canada held a news conference after meeting at the white house.,2017-02-13,no author found
